DATE,RAINFALL(mm),PERCOLATION
07292014,3,2.20924381
07302014,79,58.17675365
07312014,15,11.04621905
08012014,6,4.418487619
08022014,15,11.04621905
08032014,4,2.945658413
08042014,0,0
08052014,2,1.472829206
08062014,5,3.682073016
08072014,1,0.736414603
08082014,0,0
08092014,0,0
08102014,0,0
08112014,0,0
08122014,12,8.836975238
08132014,3,2.20924381
08142014,0,0
08152014,0,0
08162014,0,0
08172014,0,0
08182014,0,0
08192014,0,0
08202014,0,0
08212014,0,0
08222014,0,0
08232014,0,0
08242014,0,0
08252014,0,0
08262014,0,0
08272014,0,0
08282014,1,0.736414603
08292014,0,0
08302014,39,28.72016952
08312014,61,44.92129079
09012014,51,37.55714476
09022014,0,0
09032014,2,1.472829206
09042014,33,24.30168191
09052014,0,0
09062014,0,0
09072014,0,0
09082014,62,45.6577054
09092014,77,56.70392445
09102014,53,39.02997397
09112014,0,0
09122014,6,4.418487619
09132014,0,0
09142014,0,0
09152014,1,0.736414603
09162014,0,0
09172014,0,0
09182014,0,0
09192014,0,0
09202014,0,0
09212014,0,0
09222014,0,0
09232014,0,0
09242014,0,0
09252014,0,0
09262014,0,0
09272014,0,0
09282014,0,0
09292014,0,0
09302014,0,0
10012014,0,0
10022014,0,0
10032014,0,0
10042014,0,0
10052014,0,0
10062014,0,0
10072014,0,0
10082014,0,0
10092014,0,0
10102014,0,0
10112014,0,0
10122014,0,0
10132014,0,0
10142014,0,0
10152014,0,0
10162014,0,0
10172014,0,0
10182014,0,0
10192014,0,0
10202014,0,0
10212014,0,0
10222014,0,0
10232014,0,0
10242014,0,0
10252014,0,0
10262014,0,0
10272014,0,0
10282014,0,0
10292014,0,0
10302014,0,0
10312014,0,0
11012014,0,0
11022014,0,0
11032014,0,0
11042014,0,0
11052014,0,0
11062014,0,0
11072014,0,0
11082014,0,0
11092014,0,0
11102014,0,0
11112014,0,0
11122014,0,0
11132014,0,0
11142014,0,0
11152014,26,19.14677968
11162014,0,0
11172014,0,0
11182014,0,0
11192014,0,0
11202014,0,0
11212014,0,0
11222014,0,0
11232014,0,0
11242014,0,0
11252014,0,0
11262014,0,0
11272014,0,0
11282014,0,0
11292014,0,0
11302014,0,0
12012014,0,0
12022014,0,0
12032014,0,0
12042014,0,0
12052014,0,0
12062014,0,0
12072014,0,0
12082014,0,0
12092014,0,0
12102014,0,0
12112014,0,0
12122014,0,0
12132014,0,0
12142014,0,0
12152014,0,0
12162014,0,0
12172014,0,0
12182014,0,0
12192014,0,0
12202014,0,0
12212014,0,0
12222014,0,0
12232014,0,0
12242014,0,0
12252014,0,0
12262014,0,0
12272014,0,0
12282014,0,0
12292014,0,0
12302014,0,0
12312014,0,0
01012015,0,0
01022015,0,0
01032015,0,0
01042015,0,0
01052015,0,0
01062015,0,0
01072015,0,0
01082015,0,0
01092015,0,0
01102015,0,0
01112015,0,0
01122015,0,0
01132015,0,0
01142015,0,0
01152015,0,0
01162015,0,0
01172015,0,0
01182015,0,0
01192015,0,0
01202015,0,0
01212015,0,0
01222015,0,0
01232015,0,0
01242015,0,0
01252015,0,0
01262015,0,0
01272015,0,0
01282015,0,0
01292015,0,0
01302015,0,0
01312015,0,0
02012015,0,0
02022015,0,0
02032015,0,0
02042015,0,0
02052015,0,0
02062015,0,0
02072015,0,0
02082015,0,0
02092015,0,0
02102015,0,0
02112015,0,0
02122015,0,0
02132015,0,0
02142015,0,0
02152015,0,0
02162015,0,0
02172015,0,0
02182015,0,0
02192015,0,0
02202015,0,0
02212015,0,0
02222015,0,0
02232015,0,0
02242015,0,0
02252015,0,0
02262015,0,0
02272015,0,0
02282015,0,0
03012015,5,3.682073016
03022015,0,0
03032015,0,0
03042015,0,0
03052015,0,0
03062015,0,0
03072015,0,0
03082015,0,0
03092015,0,0
03102015,0,0
03112015,0,0
03122015,1,0.736414603
03132015,0,0
03142015,0,0
03152015,0,0
03162015,0,0
03172015,0,0
03182015,0,0
03192015,0,0
03202015,0,0
03212015,0,0
03222015,0,0
03232015,0,0
03242015,0,0
03252015,0,0
03262015,0,0
03272015,0,0
03282015,0,0
03292015,0,0
03302015,0,0
03312015,0,0
04012015,0,0
04022015,0,0
04032015,0,0
04042015,0,0
04052015,0,0
04062015,0,0
04072015,0,0
04082015,0,0
04092015,0,0
04102015,0,0
04112015,0,0
04122015,2,1.472829206
04132015,0,0
04142015,0,0
04152015,0,0
04162015,0,0
04222015,0,0
04232015,0,0
04242015,0,0
04252015,0,0
04262015,0,0
04272015,0,0
04282015,0,0
04292015,0,0
04302015,0,0
05012015,0,0
05022015,0,0
05032015,0,0
05042015,0,0
05052015,0,0
05062015,0,0
05072015,0,0
05082015,0,0
05092015,0,0
05102015,0,0
05112015,0,0
05122015,0,0
05132015,9,6.627731429
05142015,0,0
05152015,0,0
05162015,0,0
05172015,0,0
05182015,0,0
05192015,0,0
05202015,0,0
05212015,0,0
05222015,0,0
05232015,0,0
05242015,0,0
05252015,0,0
05262015,0,0
05272015,0,0
05282015,0,0
05292015,0,0
05302015,0,0
05312015,0,0
06012015,0,0
06022015,0,0
06032015,0,0
06042015,0,0
06052015,0,0
06062015,0,0
06072015,0,0
06082015,0,0
06092015,0,0
06102015,0,0
06112015,0,0
06122015,2,1.472829206
06132015,0,0
06142015,0,0
06152015,0,0
06162015,0,0
06172015,0,0
06182015,0,0
06192015,0,0
06202015,0,0
06212015,0,0
06222015,0,0
06232015,2,1.472829206
06242015,168,123.7176533
06252015,0,0
06262015,0,0
06272015,0,0
06282015,0,0
06292015,0,0
06302015,0,0
07012015,0,0
07022015,0,0
07032015,0,0
07042015,0,0
07052015,0,0
07062015,0,0
07072015,0,0
07082015,0,0
07092015,0,0
07102015,0,0
07112015,0,0
07122015,0,0
07132015,3,2.20924381
07142015,0,0
07152015,0,0
07162015,0,0
07172015,0,0
07182015,0,0
07192015,1,0.736414603
07202015,0,0
07212015,10,7.364146032
07222015,4,2.945658413
07232015,0,0
07242015,2,1.472829206
07252015,25,18.41036508
07262015,30,22.0924381
07272015,52,38.29355937
07282015,0,0
07292015,20,14.72829206
07302015,0,0
07312015,0,0
08012015,0,0
08022015,0,0
08032015,0,0
08042015,0,0
08052015,0,0
08062015,0,0
08072015,0,0
08082015,0,0
08092015,0,0
08102015,0,0
08112015,0,0
08122015,0,0
08132015,0,0
08142015,2,1.472829206
08152015,0,0
08162015,0,0
08172015,3,2.20924381
08182015,10,7.364146032
08192015,0,0
08202015,0,0
08212015,0,0
08222015,0,0
08232015,0,0
08242015,0,0
08252015,0,0
08262015,0,0
08272015,0,0
08282015,0,0
08292015,0,0
08302015,0,0
08312015,0,0
09012015,0,0
09022015,0,0
09032015,0,0
09042015,0,0
09052015,0,0
09062015,0,0
09072015,0,0
09082015,0,0
09092015,0,0
09102015,0,0
09112015,0,0
09122015,0,0
09132015,0,0
09142015,0,0
09152015,0,0
09162015,0,0
09172015,0,0
09182015,55,40.50280318
09192015,21,15.46470667
09202015,4,2.945658413
09212015,8,5.891316826
09222015,7,5.154902222
09232015,0,0
09242015,0,0
09252015,0,0
09262015,0,0
09272015,0,0
09282015,0,0
09292015,0,0
09302015,0,0
10012015,0,0
10022015,0,0
10032015,0,0
10042015,0,0
10052015,0,0
10062015,0,0
10072015,0,0
10082015,0,0
10092015,0,0
10102015,0,0
10112015,0,0
10122015,0,0
10132015,0,0
10142015,0,0
10152015,0,0
10162015,0,0
10172015,0,0
10182015,0,0
10192015,0,0
10202015,0,0
10212015,0,0
10222015,0,0
10232015,0,0
10242015,0,0
10252015,0,0
10262015,0,0
10272015,0,0
10282015,0,0
10292015,0,0
10302015,0,0
10312015,0,0
11012015,0,0
11022015,0,0
11032015,0,0
11042015,0,0
11052015,0,0
11062015,0,0
11072015,0,0
11082015,0,0
11092015,0,0
11102015,0,0
11112015,0,0
11122015,0,0
11132015,0,0
11142015,0,0
11152015,0,0
11162015,0,0
11172015,0,0
11182015,0,0
11192015,0,0
11202015,0,0
11212015,0,0
11222015,0,0
11232015,0,0
11242015,0,0
11252015,0,0
11262015,0,0
11272015,0,0
11282015,0,0
11292015,0,0
11302015,0,0
12012015,0,0
12022015,0,0
12032015,0,0
12042015,0,0
12052015,0,0
12062015,0,0
12072015,0,0
12082015,0,0
12092015,0,0
12102015,0,0
12112015,0,0
12122015,0,0
12132015,0,0
12142015,0,0
12152015,0,0
12162015,0,0
12172015,0,0
12182015,0,0
12192015,0,0
12202015,0,0
12212015,0,0
12222015,0,0
12232015,0,0
12242015,0,0
12252015,0,0
12262015,0,0
12272015,0,0
12282015,0,0
12292015,0,0
12302015,0,0
12312015,0,0
01012016,0,0
01022016,0,0
01032016,0,0
01042016,0,0
01052016,0,0
01062016,0,0
01072016,0,0
01082016,0,0
01122016,0,0
01132016,0,0
01192016,0,0
01202016,0,0
01212016,0,0
01222016,0,0
01232016,0,0
01242016,0,0
01252016,0,0
01262016,0,0
01272016,0,0
01282016,0,0
01292016,0,0
01302016,0,0
01312016,0,0
02012016,0,0
02022016,0,0
02032016,0,0
02042016,0,0
02052016,0,0
02062016,0,0
02082016,0,0
02092016,0,0
02102016,0,0
02112016,0,0
02122016,0,0
02132016,0,0
02142016,0,0
02152016,0,0
02162016,0,0
02172016,0,0
02182016,0,0
02212016,0,0
02222016,0,0
02232016,0,0
02242016,0,0
02252016,0,0
02292016,0,0
03032016,0,0
03042016,0,0
03052016,0,0
03062016,0,0
03092016,0,0
03122016,0,0
03132016,0,0
03142016,0,0
03152016,0,0
03162016,0,0
03182016,0,0
03202016,0,0
03272016,0,0
03282016,0,0
03292016,0,0
03312016,0,0
04012016,0,0
04022016,0,0
04042016,0,0
04052016,0,0
04062016,0,0
04072016,0,0
04082016,0,0
04092016,0,0
04102016,0,0
04112016,0,0
04122016,0,0
04132016,0,0
04142016,0,0
04152016,0,0
04162016,0,0
04172016,0,0
04202016,0,0
04212016,0,0
04222016,0,0
04232016,0,0
04242016,0,0
04252016,0,0
04262016,0,0
04272016,0,0
04282016,0,0
04292016,0,0
04302016,0,0
05012016,0,0
05022016,0,0
05032016,0,0
05042016,0,0
05052016,0,0
05062016,0,0
05072016,0,0
05082016,0,0
05092016,0,0
05102016,0,0
05112016,0,0
05122016,0,0
05132016,0,0
05142016,0,0
05152016,0,0
05162016,0,0
05172016,0,0
05182016,0,0
05192016,0,0
05202016,0,0
05212016,0,0
05222016,0,0
05232016,0,0
05242016,0,0
05252016,0,0
05262016,0,0
05272016,0,0
05282016,0,0
05292016,9,6.627731429
05302016,0,0
05312016,0,0
06012016,0,0
06022016,0,0
06032016,0,0
06072016,0,0
06082016,0,0
06092016,0,0
06102016,0,0
06122016,0,0
06132016,0,0
06142016,0,0
06152016,0,0
06162016,0,0
06172016,0,0
06182016,0,0
06192016,0,0
06212016,0,0
06272016,1,0.736414603
07022016,4,2.945658413
07032016,0,0
07042016,1,0.736414603
07052016,0,0
07062016,0,0
07072016,0,0
07082016,0,0
07092016,1,0.736414603
07102016,0,0
07112016,27,19.88319429
07122016,20,14.72829206
07132016,7,5.154902222
07142016,1,0.736414603
07152016,37,27.24734032
07162016,1,0.736414603
07172016,6,4.418487619
07182016,4,2.945658413
07192016,3,2.20924381
07202016,0,0
07212016,0,0
07222016,0,0
07232016,0,0
07242016,0,0
07252016,2,1.472829206
07262016,0,0
07272016,5,3.682073016
07282016,1,0.736414603
07292016,0,0
07302016,0,0
07312016,1,0.736414603
08012016,0,0
08022016,0,0
08032016,2,1.472829206
08042016,8,5.891316826
08052016,104,76.58711873
08062016,32,23.5652673
08072016,2,1.472829206
08082016,16,11.78263365
08092016,22,16.20112127
08102016,19,13.99187746
08112016,1,0.736414603
08122016,0,0
08132016,0,0
08142016,0,0
08152016,0,0
08162016,0,0
08172016,0,0
08182016,0,0
08192016,1,0.736414603
08202016,3,2.20924381
08212016,13,9.573389841
08222016,1,0.736414603
08232016,1,0.736414603
08242016,24,17.67395048
08252016,3,2.20924381
08262016,0,0
08272016,8,5.891316826
08282016,0,0
08292016,0,0
08302016,9,6.627731429
08312016,0,0
09012016,3,2.20924381
09022016,3,2.20924381
09032016,0,0
09042016,0,0
09052016,0,0
09062016,0,0
09072016,3,2.20924381
09082016,0,0
09092016,0,0
09102016,0,0
09112016,0,0
09122016,0,0
09132016,0,0
09142016,0,0
09152016,0,0
09162016,0,0
09172016,0,0
09182016,16,11.78263365
09192016,0,0
09202016,0,0
09212016,0,0
09222016,7,5.154902222
09232016,0,0
09242016,0,0
09252016,0,0
09262016,0,0
09272016,0,0
09282016,0,0
09292016,0,0
09302016,0,0
10012016,1,0.736414603
10022016,5,3.682073016
10032016,43,31.66582794
10042016,0,0
10052016,7,5.154902222
10062016,34,25.03809651
10072016,0,0
10082016,0,0
10092016,0,0
10102016,0,0
10112016,0,0
10122016,0,0
10132016,0,0
10142016,0,0
10152016,0,0
10162016,0,0
10172016,0,0
10182016,0,0
10192016,0,0
10202016,0,0
10212016,0,0
10222016,0,0
10232016,0,0
10242016,0,0
10252016,0,0
10262016,0,0
10272016,0,0
10282016,0,0
10292016,0,0
10302016,0,0
10312016,0,0
11012016,0,0
11022016,0,0
11032016,0,0
11042016,0,0
11052016,0,0
11062016,0,0
11072016,0,0
11082016,0,0
11092016,0,0
11102016,0,0
11112016,0,0
11122016,0,0
11132016,0,0
11142016,0,0
11152016,0,0
11162016,0,0
11172016,0,0
11182016,0,0
11192016,0,0
11202016,0,0
11212016,0,0
11222016,0,0
11232016,0,0
11242016,0,0
11252016,0,0
11262016,0,0
11272016,0,0
11282016,0,0
11292016,0,0
11302016,0,0
12012016,0,0
12022016,0,0
12032016,0,0
12042016,0,0
12052016,0,0
12062016,0,0
12072016,0,0
12082016,0,0
12092016,0,0
12102016,0,0
12112016,0,0
12122016,0,0
12132016,0,0
12142016,0,0
12152016,0,0
12162016,0,0
12172016,0,0
12182016,0,0
12192016,0,0
12202016,0,0
12212016,0,0
12222016,0,0
12232016,0,0
12242016,0,0
12252016,0,0
12262016,0,0
12272016,0,0
12282016,0,0
12292016,0,0
12302016,0,0
12312016,0,0
01012017,0,0
01022017,0,0
01032017,0,0
01042017,0,0
01052017,0,0
01062017,0,0
01072017,0,0
01082017,0,0
01092017,0,0
01102017,0,0
01112017,0,0
01122017,0,0
01132017,0,0
01142017,0,0
01152017,0,0
01162017,0,0
01172017,0,0
01182017,0,0
01192017,0,0
01202017,0,0
01212017,0,0
01222017,0,0
01232017,0,0
01242017,0,0
01252017,0,0
01262017,0,0
01272017,0,0
01282017,0,0
01292017,0,0
01302017,0,0
01312017,0,0
02012017,0,0
02022017,0,0
02032017,0,0
02042017,0,0
02052017,0,0
02062017,0,0
02072017,0,0
02082017,0,0
02092017,0,0
02102017,0,0
02112017,0,0
02122017,0,0
02132017,0,0
02142017,0,0
02152017,0,0
02162017,0,0
02172017,0,0
02182017,0,0
02192017,0,0
02202017,0,0
02212017,0,0
02222017,0,0
02232017,0,0
02242017,0,0
02252017,0,0
02262017,0,0
02272017,0,0
02282017,0,0
03012017,0,0
03022017,0,0
03032017,0,0
03042017,0,0
03052017,0,0
03062017,0,0
03072017,0,0
03082017,0,0
03092017,0,0
03102017,0,0
03112017,0,0
03122017,0,0
03132017,0,0
03142017,0,0
03152017,0,0
03162017,0,0
03172017,0,0
03182017,0,0
03192017,0,0
03202017,0,0
03212017,0,0
03222017,0,0
03232017,0,0
03242017,0,0
03252017,0,0
03262017,0,0
03272017,0,0
03282017,0,0
03292017,0,0
03302017,0,0
03312017,0,0
04012017,0,0
04022017,0,0
04032017,0,0
04042017,0,0
04052017,0,0
04062017,0,0
04072017,0,0
04082017,0,0
04092017,0,0
04102017,0,0
04112017,0,0
04122017,0,0
04132017,0,0
04142017,0,0
04152017,0,0
04162017,0,0
04172017,0,0
04182017,0,0
04192017,0,0
04202017,0,0
04212017,0,0
04222017,0,0
04232017,0,0
04242017,0,0
04252017,0,0
04262017,0,0
04272017,0,0
04282017,0,0
04292017,0,0
04302017,0,0
05012017,0,0
05022017,0,0
05032017,0,0
05042017,0,0
05052017,0,0
05062017,0,0
05072017,0,0
05082017,0,0
05092017,0,0
05102017,0,0
05112017,0,0
05122017,0,0
05132017,0,0
05142017,0,0
05152017,0,0
05162017,0,0
05172017,0,0
05182017,0,0
05192017,0,0
05202017,0,0
05212017,1,0.736414603
05222017,0,0
05232017,0,0
05242017,0,0
05252017,0,0
05262017,0,0
05272017,0,0
05282017,0,0
05292017,0,0
05302017,0,0
05312017,0,0
06012017,0,0
06022017,0,0
06032017,0,0
06042017,0,0
06052017,0,0
06062017,0,0
06072017,0,0
06082017,0,0
06092017,0,0
06102017,3,2.20924381
06112017,0,0
06122017,0,0
06132017,0,0
06142017,0,0
06152017,0,0
06162017,0,0
06172017,0,0
06182017,0,0
06192017,0,0
06202017,0,0
06212017,0,0
06222017,0,0
06232017,1,0.736414603
06242017,3,2.20924381
06252017,0,0
06262017,8,5.891316826
06272017,5,3.682073016
06282017,1,0.736414603
06292017,6,4.418487619
06302017,6,4.418487619
07012017,41,30.19299873
07022017,0,0
07032017,38,27.98375492
07042017,0,0
07052017,0,0
07062017,0,0
07072017,8,5.891316826
07082017,9,6.627731429
07092017,0,0
07102017,1,0.736414603
07112017,2,1.472829206
07122017,5,3.682073016
07132017,4,2.945658413
07142017,16,11.78263365
07152017,29,21.35602349
07162017,2,1.472829206
07172017,0,0
07182017,66,48.60336381
07192017,0,0
07202017,70,51.54902222
07212017,30.5,22.4606454
07222017,102,75.11428953
07232017,28,20.61960889
07242017,0,0
07252017,29.5,21.72423079
07262017,69,50.81260762
07272017,147.5,108.621154
07282017,2,1.472829206
07292017,0,0
07302017,0,0
07312017,4,2.945658413
08012017,0,0
08022017,4.5,3.313865714
08032017,0,0
08042017,0,0
08052017,0,0
08062017,0,0
08072017,9.5,6.99593873
08082017,0,0
08092017,0,0
08102017,0,0
08112017,3.5,2.577451111
08122017,1,0.736414603
08132017,0,0
08142017,0,0
08152017,0,0
08162017,0,0
08172017,0,0
08182017,0,0
08192017,0,0
08202017,62.5,46.0259127
08212017,3,2.20924381
08222017,0,0
08232017,2.5,1.841036508
08242017,0.5,0.368207302
08252017,0,0
08262017,0,0
08272017,10.5,7.732353334
08282017,4.5,3.313865714
08292017,34,25.03809651
08302017,14,10.30980444
08312017,7.5,5.523109524
09012017,3,2.20924381
09022017,18.5,13.62367016
09032017,4.5,3.313865714
09042017,0,0
09052017,0,0
09062017,0,0
09072017,0,0
09082017,0,0
09092017,0,0
09102017,0.5,0.368207302
09112017,2.5,1.841036508
09122017,0,0
09132017,0,0
09142017,0.5,0.368207302
09152017,0.5,0.368207302
09162017,22,16.20112127
09172017,0,0
09182017,0,0
09192017,0,0
09202017,0,0
09212017,0,0
09222017,0,0
09232017,0.5,0.368207302
09242017,0,0
09252017,0,0
09262017,0,0
09272017,0,0
09282017,0,0
09292017,0,0
09302017,0,0
10012017,0,0
10022017,0.5,0.368207302
10032017,0,0
10042017,0.5,0.368207302
10052017,0,0
10062017,0,0
10072017,0,0
10082017,0,0
10092017,0,0
10102017,0,0
10112017,0,0
10122017,0,0
10132017,0,0
10142017,0,0
10152017,0,0
10162017,0,0
10172017,0,0
10182017,0,0
10192017,0,0
10202017,0.5,0.368207302
10212017,0,0
10222017,0,0
10232017,0,0
10242017,0,0
10252017,0.5,0.368207302
10262017,0,0
10272017,0,0
10282017,0,0
10292017,0,0
10302017,0,0
10312017,0,0
11012017,0,0
11022017,0,0
11032017,0,0
11042017,0,0
11052017,0,0
11062017,0,0
11072017,0,0
11082017,0,0
11092017,0,0
11102017,0,0
11112017,0,0
11122017,0,0
11132017,0,0
11142017,0,0
11152017,0,0
11162017,0,0
11172017,0.5,0.368207302
11182017,0,0
11192017,0,0
11202017,0,0
11212017,0,0
11222017,0,0
11232017,0,0
11242017,0.5,0.368207302
11252017,0,0
11262017,0.5,0.368207302
11272017,0,0
11282017,0,0
11292017,0,0
11302017,0,0
12012017,0,0
12022017,0,0
12032017,0,0
12042017,0,0
12052017,7,5.154902222
12062017,0.5,0.368207302
12072017,0,0
12082017,0,0
12092017,0,0
12102017,0.5,0.368207302
12112017,0,0
12122017,0,0
12132017,0,0
12142017,0,0
12152017,0.5,0.368207302
12162017,0,0
12172017,0,0
12182017,0,0
12192017,0,0
12202017,0,0
12212017,0,0
12222017,0,0
12232017,0,0
12242017,0,0
12252017,0,0
12262017,0,0
12272017,0,0
12282017,0,0
12292017,0,0
12302017,0,0
12312017,0,0
01012018,0,0
01022018,0,0
01032018,0,0
01042018,0,0
01052018,0,0
01062018,0,0
01072018,0,0
01082018,0,0
01092018,0,0
01102018,0,0
01112018,0,0
01122018,0,0
01132018,0,0
01142018,0,0
01152018,0,0
01162018,0,0
01172018,0,0
01182018,0,0
01192018,0,0
01202018,0,0
01212018,0,0
01222018,0,0
01232018,0,0
01242018,0,0
01252018,0,0
01262018,0,0
01272018,0,0
01282018,0,0
01292018,0,0
01302018,0,0
01312018,0,0
02012018,0,0
02022018,0,0
02032018,0,0
02042018,0,0
02052018,0,0
02062018,0,0
02072018,0,0
02082018,0,0
02092018,0,0
02102018,0,0
02112018,0,0
02122018,0,0
02132018,0,0
02142018,0,0
02152018,0,0
02162018,0,0
02172018,0,0
02182018,0,0
02192018,0,0
02202018,0,0
02212018,0,0
02222018,0,0
02232018,0,0
02242018,0,0
02252018,0,0
02262018,0,0
02272018,0,0
02282018,0,0
03012018,0,0
03022018,0,0
03032018,0,0
03042018,0,0
03052018,0,0
03062018,0,0
03072018,0,0
03082018,0,0
03092018,0,0
03102018,0,0
03112018,0,0
03122018,0,0
03132018,0,0
03142018,0,0
03152018,0,0
03162018,0,0
03172018,0,0
03182018,0,0
03192018,0,0
03202018,0,0
03212018,0,0
03222018,0,0
03232018,0,0
03242018,0,0
03252018,0,0
03262018,0,0
03272018,0,0
03282018,0,0
03292018,0,0
03302018,0,0
03312018,0,0
04012018,0,0
04022018,0,0
04032018,0,0
04042018,0,0
04052018,0,0
04062018,0,0
04072018,0,0
04082018,0,0
04092018,0,0
04102018,0,0
04112018,0,0
04122018,0,0
04132018,0,0
04142018,0,0
04152018,0,0
04162018,0,0
04172018,0,0
04182018,0,0
04192018,0,0
04202018,0,0
04212018,0,0
04222018,0,0
04232018,0,0
04242018,0,0
04252018,0,0
04262018,0,0
04272018,0,0
04282018,0,0
04292018,0,0
04302018,0,0
05012018,0,0
05022018,0,0
05032018,0,0
05042018,0,0
05052018,0,0
05062018,0,0
05072018,0,0
05082018,0,0
05092018,0,0
05102018,0,0
05112018,0,0
05122018,0,0
05132018,0,0
05142018,0,0
05152018,0,0
05162018,0,0
05172018,0,0
05182018,0,0
05192018,0,0
05202018,0,0
05212018,0,0
05222018,0,0
05232018,0,0
05242018,0,0
05252018,0,0
05262018,0,0
05272018,0,0
05282018,0,0
05292018,0,0
05302018,0,0
05312018,0,0
06012018,0,0
06022018,0,0
06032018,0,0
06042018,0,0
06052018,0,0
06062018,0,0
06072018,0,0
06082018,0,0
06092018,0,0
06102018,0,0
06112018,0,0
06122018,0,0
06132018,0,0
06142018,0,0
06152018,0,0
06162018,0,0
06172018,0,0
06182018,0,0
06192018,0,0
06202018,0,0
06212018,0,0
06222018,0,0
06232018,0,0
06242018,12,8.836975238
06252018,0,0
06262018,0,0
06272018,0,0
06282018,0,0
06292018,0,0
06302018,0,0
07012018,0,0
07022018,2.5,1.841036508
07032018,2.5,1.841036508
07042018,0,0
07052018,0.5,0.368207302
07062018,0,0
07072018,0.5,0.368207302
07082018,0,0
07092018,0,0
07102018,4.5,3.313865714
07112018,7,5.154902222
07122018,0,0
07132018,0,0
07142018,0,0
07152018,2,1.472829206
09062018,0,0
09072018,0,0
09082018,0,0
09092018,0,0
09102018,0,0
09112018,0,0
09122018,0,0
09132018,0,0
09142018,0,0
09152018,0,0
09162018,0,0
09172018,0,0
09182018,0,0
09192018,0,0
09202018,0,0
09212018,0,0
09222018,19,13.99187746
09232018,3,2.20924381
09242018,0,0
09252018,0,0
09262018,0,0
09272018,0,0
09282018,0,0
09292018,0,0
09302018,0,0
10012018,0,0
10022018,0,0
10032018,0,0
10042018,0,0
10052018,0,0
10062018,0,0
10072018,0,0
10082018,0,0
10092018,0,0
10102018,0,0
10112018,0,0
10122018,0,0
10132018,0,0
10142018,0,0
10152018,0,0
10162018,0,0
10172018,0,0
10182018,0,0
10192018,0,0
10202018,0,0
10212018,0,0
10222018,0,0
10242018,0,0
10252018,0,0
10262018,0,0
10272018,0,0
11132018,0,0
11142018,0,0
11152018,0,0
11162018,0,0
11172018,0,0
11182018,0,0
11192018,0,0
11202018,0,0
11212018,0,0
11222018,0,0
11232018,0,0
11242018,0,0
11252018,0,0
11262018,0,0
11272018,0,0
11282018,0,0
11292018,0,0
11302018,0,0
12012018,0,0
12022018,0,0
12032018,0,0
12042018,0,0
12052018,0,0
12062018,0,0
12072018,0,0
12082018,0,0
12092018,0,0
12102018,0,0
12112018,0,0
12122018,0,0
12132018,0,0
12142018,0,0
12152018,0,0
12162018,0,0
12172018,0,0
12182018,0,0
12192018,0,0
12202018,0,0
12212018,0,0
12222018,0,0
12232018,0,0
12242018,0,0
12252018,0,0
12262018,0,0
12272018,0,0
12282018,0,0
12292018,0,0
12302018,0,0
12312018,0,0
01012019,0,0
